Rating,Title,Equipment,New Desc,Level,BodyPart,Type
8.85 - 9.05,Kneeling cable crunch,Cable,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",Intermediate,Abdominals,Strength
8.45 - 8.65,Rope Crunch,Cable,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Intermediate,Abdominals,Strength
8.45 - 8.65,Standing cable crunch,Cable,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",Intermediate,Abdominals,Strength
8.45 - 8.65,Bosu Ball Cable Crunch With Side Bends,Cable,None,Beginner,Abdominals,Strength
7.95 - 8.25,Standing Cable Wood Chop,Cable,The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.,Intermediate,Abdominals,Strength
7.95 - 8.25,Cable reverse crunch,Cable,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",Beginner,Abdominals,Strength
7.95 - 8.25,Cable Russian Twists,Cable,None,Beginner,Abdominals,Strength
7.35 - 7.95,Pallof press with rotation,Cable,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,Intermediate,Abdominals,Strength
7.35 - 7.95,Cable Seated Crunch,Cable,None,Beginner,Abdominals,Strength
1 - 5.45,Cable Judo Flip,Cable,None,Beginner,Abdominals,Strength
7.35 - 7.95,Exercise Ball Cable Crunch - Gethin Variation,Cable,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Intermediate,Abdominals,Strength
1 - 5.45,Standing cable high-to-low twist,Cable,"The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",Intermediate,Abdominals,Strength
8.85 - 9.05,Bent-Over Reverse Cable Fly,Cable,None,Intermediate,Abdominals,Strength
8.65 - 8.85,Standing Cable Crunch - Gethin Variation,Cable,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Intermediate,Abdominals,Strength
0,AM Cable Crunch,Cable,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Intermediate,Abdominals,Strength
8.65 - 8.85,Tyler Holt Weighted Knee-To-Chest Crunch,Cable,None,Intermediate,Abdominals,Strength
8.25 - 8.45,Standing cable twist,Cable,"The standing cable twist is a core exercise that targets the abdominals, particularly the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",Intermediate,Abdominals,Strength
8.65 - 8.85,30 Cable Rope Crunch,Cable,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Intermediate,Abdominals,Strength
1 - 5.45,30 Cable Rope Oblique Crunch,Cable,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps like 8-12 reps per set or higher.",Intermediate,Abdominals,Strength
10,Cable lying twist on ball,Cable,The cable lying twist on ball is an exercise targeting the core and obliques with the added challenge of stability to keep from losing position on the unstable surface.,Intermediate,Abdominals,Strength
1 - 5.45,30 Cable Pallof Press,Cable,"The pallof press is an anti-rotation, isometric exercise that trains core stability. It is most often seen in programs for athletes who compete in sports that test strength, power, and functional movements.",Intermediate,Abdominals,Strength
8.65 - 8.85,30 Cable Reverse Crunch On Ball,Cable,"The cable reverse crunch on a BOSU is performed on top of a BOSU ball between two cable pulleys, which helps target the lower abdominals specifically and is more proprioceptively challenging than a cable reverse crunch on the floor.",Intermediate,Abdominals,Strength
1 - 5.45,30 Cable Reverse Crunch,Cable,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",Intermediate,Abdominals,Strength
7.35 - 7.95,Tyler Holt Cable Torso Twist,Cable,None,Intermediate,Abdominals,Strength
8.85 - 9.05,Single-Arm Cable Outward-Facing Biceps Curl,Cable,The single-arm cable outward-facing biceps curl is a cable exercise that targets the biceps. It is performed standing in front of a cable machine facing away from the cable stack to increase the range of motion by fully extending the elbows. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.,Intermediate,Abdominals,Strength
7.35 - 7.95,Biceps Rope Curl,Cable,None,Intermediate,Abdominals,Strength
7.95 - 8.25,Kneeling Cable Crunches,Cable,None,Intermediate,Abdominals,Strength
7.95 - 8.25,Ab Crunch Machine,Machine,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down toward the chest against some pre-set level of resistance. On some machines, the knees also curl up torward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, like 8-12 reps per set or higher, as part of the ab-focused portion of a workout.",Intermediate,Abdominals,Strength
7.95 - 8.25,Smith machine straight-legged hip raise,Machine,"The Smith machine straight-legged hip raise is an exercise targeting the abdominal muscles. Because of the potential awkwardness of getting into position, it is usually performed for moderate to high reps, such as 8-12 reps per set or more. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling.",Intermediate,Abdominals,Strength
8.45 - 8.65,Machine crunch,Machine,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down against a pre-set level of resistance. On some machines, the knees also curl up toward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of the ab-focused portion of a workout.",Intermediate,Abdominals,Strength
7.35 - 7.95,AM Ab Machine,Machine,None,Intermediate,Abdominals,Strength
8.25 - 8.45,Smith machine V-up,Machine,The smith machine V-up is a weighted abdominal exercise that involves pressing a weighted bar upward while performing a V-up. Performing it in a Smith machine eliminates the balance challenge of a free weight. It is usually performed for moderate to high reps in the ab-focused portion of a workout.,Intermediate,Abdominals,Strength
10,Elbow plank,Body Only,"The elbow plank is a popular isometric abdominal exercise. It is common in all types of exercise programs, as well as in group fitness and yoga classes. It targets the muscles of the core, the deep core or transversus abdominis in particular. It is also often prescribed for time to help back pain or to teach proper bracing.",Intermediate,Abdominals,Strength
10,Bottoms Up,Body Only,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",Intermediate,Abdominals,Strength
10,Spider crawl,Body Only,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Intermediate,Abdominals,Strength
10,Cocoons,Body Only,"The cocoon crunch is a bodyweight exercise targeting the ab muscles, the rectus abdominis or ""six-pack"" muscles in particular. It involves bringing your knees to your chest and your arms from overhead to center. It can be performed for time or reps as part of the ab-focused portion of any workout.",Intermediate,Abdominals,Strength
10,Cross-Body Crunch,Body Only,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout.",Intermediate,Abdominals,Strength
10,Elbow-to-knee crunch,Body Only,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout.",Intermediate,Abdominals,Strength
8.85 - 9.05,Decline Crunch,Body Only,The decline crunch is an effective core exercise targeting the rectus abdominis.,Intermediate,Abdominals,Strength
